Datetime,Direction,Pattern,Score,ADX,Close,SL,TP
2021-11-11 13:30:00,BUY,Bullish Inside Bar,7,34.79577000843042,1862.388,1859.042,1872.426
2021-11-17 11:00:00,BUY,Bullish Engulfing,7,31.543639019933707,1860.771,1858.805,1866.6689999999996
2021-11-17 16:45:00,BUY,Bullish Engulfing,6,26.228216797939304,1866.236,1862.502,1877.4380000000006
2021-11-17 18:00:00,BUY,Bullish Engulfing,6,25.29010640130839,1867.636,1863.347,1880.503
2021-11-23 13:00:00,SELL,Hanging Man,8,46.53754891491849,1790.724,1792.976,1783.9679999999994
2021-11-24 13:45:00,SELL,Bearish Inside Bar,7,31.48713808108812,1784.488,1787.349,1775.9050000000004
2021-11-29 15:00:00,SELL,Hanging Man,8,34.165727636501096,1788.678,1789.204,1787.1000000000006
2021-11-29 18:45:00,SELL,Bearish Inside Bar,6,33.47625569758519,1783.97,1785.655,1778.9150000000002
2021-11-29 20:15:00,SELL,Bearish Inside Bar,6,32.69359371108931,1784.34,1785.49,1780.8899999999996
2021-12-02 08:45:00,SELL,Bearish Inside Bar,6,35.87653456521271,1770.381,1772.0,1765.5240000000003
2021-12-02 10:15:00,SELL,Bearish Pin Bar,7,37.71170586682479,1774.184,1776.599,1766.939
2021-12-02 16:30:00,SELL,Bearish Pin Bar,6,28.79470814750855,1765.769,1769.639,1754.1590000000003
2021-12-06 13:15:00,SELL,Hanging Man,7,26.348074368977183,1779.585,1780.185,1777.7850000000003
2021-12-08 15:15:00,SELL,Bearish Inside Bar,7,39.04708003793195,1781.746,1784.008,1774.9600000000003
2021-12-08 16:30:00,SELL,Bearish Engulfing,10,40.20815207240281,1781.688,1783.347,1776.7110000000005
2021-12-14 15:00:00,SELL,Bearish Inside Bar,6,26.767393515072886,1773.491,1777.055,1762.7989999999998
2021-12-15 18:15:00,SELL,Three Black Crows,7,29.478916706060588,1763.672,1766.299,1755.7910000000002
2021-12-15 19:00:00,SELL,Hanging Man,8,36.238174335789,1765.787,1767.213,1761.5090000000002
2021-12-17 10:00:00,BUY,Bullish Inside Bar,7,52.391785980094525,1807.403,1805.783,1812.2630000000004
2021-12-17 11:30:00,BUY,Bullish Inside Bar,6,39.91655868886629,1809.156,1807.651,1813.6709999999996
2021-12-20 13:45:00,SELL,Bearish Inside Bar,7,28.141947088706136,1796.239,1798.545,1789.321
2021-12-20 15:15:00,SELL,Bearish Inside Bar,6,35.7758605745123,1794.486,1796.811,1787.5110000000006
2021-12-20 20:00:00,SELL,Hanging Man,6,38.22992978511802,1789.852,1791.071,1786.1950000000006
2021-12-28 08:00:00,BUY,Morning Star,8,31.642602563930055,1814.921,1813.035,1820.579
2021-12-28 11:30:00,BUY,Bullish Inside Bar,6,37.39804890439455,1817.327,1815.977,1821.3769999999997
2021-12-28 13:15:00,BUY,Morning Star,9,33.77906238882523,1818.567,1814.793,1829.8890000000004
2022-01-11 06:00:00,BUY,Three White Soldiers,10,42.1105484482856,1809.347,1807.843,1813.8589999999997
2022-01-11 06:45:00,BUY,Bullish Inside Bar,8,40.91860507847863,1808.191,1806.575,1813.039
2022-01-11 08:15:00,BUY,Bullish Inside Bar,6,36.842743180537056,1809.413,1807.885,1813.997
2022-01-12 16:30:00,BUY,Morning Star,7,25.393512973908834,1823.936,1821.182,1832.1979999999996
2022-01-14 07:15:00,BUY,Bullish Pin Bar,8,36.81471423459331,1826.806,1825.24,1831.5040000000001
2022-01-24 07:15:00,BUY,Bullish Engulfing,9,29.85340208692897,1838.777,1835.855,1847.5430000000001
2022-01-24 08:00:00,BUY,Morning Star,9,31.00319848787354,1840.081,1837.155,1848.8589999999997
2022-01-27 19:15:00,SELL,Bearish Inside Bar,7,39.98736047278205,1794.345,1796.123,1789.011
2022-02-17 12:00:00,BUY,Bullish Engulfing,7,28.511993508433363,1885.797,1882.252,1896.4320000000002
2022-02-17 13:30:00,BUY,Three White Soldiers,10,32.055648178790605,1897.311,1891.024,1916.172
2022-02-22 05:30:00,BUY,Bullish Engulfing,7,30.803395923383786,1909.298,1907.381,1915.0489999999998
2022-02-24 08:30:00,BUY,Bullish Inside Bar,7,50.64586689733236,1941.795,1939.214,1949.5380000000005
2022-03-01 15:30:00,BUY,Morning Star,7,30.52608915801497,1927.02,1918.848,1951.536
2022-03-10 13:30:00,BUY,Bullish Engulfing,8,28.509611548451712,2007.883,2000.108,2031.2080000000003
2022-03-17 06:30:00,BUY,Morning Star,6,30.609336616248985,1933.864,1931.552,1940.8000000000004
2022-03-17 09:15:00,BUY,Bullish Pin Bar,6,26.244264815647483,1937.681,1934.224,1948.0520000000004
2022-03-23 11:30:00,BUY,Bullish Inside Bar,6,35.31503851962912,1931.164,1927.632,1941.7599999999998
2022-03-29 11:45:00,SELL,Hanging Man,7,38.89503000770801,1908.022,1911.995,1896.103
2022-03-31 08:15:00,SELL,Three Black Crows,7,32.498335619847516,1925.948,1929.872,1914.1760000000002
2022-04-01 12:30:00,SELL,Hanging Man,6,28.010023203818868,1931.897,1933.335,1927.5829999999996
2022-04-01 19:45:00,SELL,Evening Star,7,27.36291077839508,1922.445,1925.275,1913.9549999999995
2022-04-04 06:00:00,SELL,Hanging Man,6,29.349656353170026,1919.379,1920.89,1914.8459999999993
2022-04-05 19:00:00,SELL,Bearish Inside Bar,6,28.335076037822603,1922.856,1924.623,1917.5549999999998
2022-04-11 10:45:00,BUY,Morning Star,9,33.811296911542705,1956.463,1952.374,1968.7299999999998
2022-04-18 06:00:00,BUY,Morning Star,9,35.679629456625506,1986.439,1983.171,1996.2430000000002
2022-04-21 15:00:00,SELL,Bearish Inside Bar,6,34.83342919896215,1944.364,1946.8,1937.0560000000003
2022-04-22 12:45:00,SELL,Bearish Inside Bar,7,37.60228448424497,1937.047,1939.678,1929.1539999999998
2022-04-25 11:30:00,SELL,Bearish Engulfing,7,30.12298118540541,1907.417,1910.726,1897.4899999999993
2022-04-25 14:00:00,SELL,Hanging Man,8,40.204927972284594,1898.142,1899.866,1892.9700000000003
2022-04-27 06:00:00,SELL,Hanging Man,7,25.016036049596863,1898.885,1899.906,1895.8220000000001
2022-05-02 06:00:00,SELL,Hanging Man,9,60.350669534819765,1885.117,1886.644,1880.5359999999998
2022-05-02 07:45:00,SELL,Evening Star,9,51.40931786746886,1884.317,1886.335,1878.263
2022-05-09 08:15:00,SELL,Bearish Pin Bar,10,41.65893586522388,1870.05,1872.632,1862.3039999999996
2022-05-09 13:30:00,SELL,Evening Star,8,34.64792057173886,1864.042,1868.763,1849.879
2022-05-12 15:15:00,SELL,Evening Star,8,25.87600877307998,1837.386,1841.983,1823.595
2022-05-16 09:45:00,SELL,Evening Star,8,29.945944650203774,1800.401,1802.965,1792.7090000000005
2022-05-17 18:15:00,SELL,Bearish Pin Bar,8,31.786378926003117,1816.375,1819.506,1806.9819999999997
2022-05-25 08:45:00,SELL,Bearish Inside Bar,8,43.55009900400604,1855.971,1858.257,1849.1129999999998
2022-05-25 12:30:00,SELL,Bearish Pin Bar,9,43.528654386873896,1854.612,1857.591,1845.6750000000006
2022-05-25 14:15:00,SELL,Bearish Engulfing,9,46.186653930054206,1848.81,1851.488,1840.7759999999996
2022-05-31 15:00:00,SELL,Evening Star,8,32.05687993844798,1843.869,1847.577,1832.7449999999997
2022-06-01 04:30:00,SELL,Hanging Man,8,41.26566000832276,1833.802,1834.888,1830.5439999999999
2022-06-01 07:30:00,SELL,Evening Star,9,33.85863738373867,1832.681,1836.721,1820.5610000000001
2022-06-02 22:15:00,BUY,Bullish Inside Bar,7,45.160910527181315,1869.341,1868.624,1871.4919999999995
2022-06-03 19:45:00,SELL,Bearish Inside Bar,7,44.073557067958426,1850.659,1851.628,1847.7520000000006
2022-06-13 17:45:00,SELL,Bearish Inside Bar,7,49.921146046718654,1828.597,1830.442,1823.062
2022-06-14 13:00:00,SELL,Bearish Pin Bar,9,27.60282151564289,1819.51,1822.453,1810.681
2022-06-14 17:45:00,SELL,Bearish Pin Bar,7,34.83432020648668,1811.308,1813.733,1804.0330000000001
2022-06-16 23:00:00,BUY,Bullish Engulfing,7,36.65712323307242,1851.563,1849.356,1858.1840000000004
2022-06-24 04:30:00,SELL,Hanging Man,6,26.822927316338372,1825.061,1825.599,1823.447
2022-06-27 13:00:00,SELL,Bearish Pin Bar,8,27.269192261387765,1830.944,1835.039,1818.6589999999999
2022-06-27 17:15:00,SELL,Bearish Inside Bar,6,34.32941807024313,1823.483,1825.58,1817.192
2022-06-28 12:15:00,SELL,Hanging Man,7,27.124514907414266,1823.942,1825.476,1819.3399999999997
2022-06-30 09:00:00,SELL,Bearish Inside Bar,6,30.326985310666252,1814.784,1816.55,1809.4860000000006
2022-06-30 11:15:00,SELL,Bearish Inside Bar,7,37.49621623095,1810.458,1812.692,1803.7560000000003
2022-07-01 09:15:00,SELL,Bearish Pin Bar,10,56.075057396766844,1794.739,1797.502,1786.4500000000003
2022-07-01 10:45:00,SELL,Bearish Pin Bar,9,52.8471438311219,1789.684,1792.043,1782.6070000000002
2022-07-01 12:45:00,SELL,Hanging Man,8,56.093885327439104,1789.767,1791.38,1784.9279999999999
2022-07-05 09:45:00,SELL,Hanging Man,8,40.42406012574018,1803.491,1804.301,1801.0610000000001
2022-07-05 13:15:00,SELL,Bearish Pin Bar,9,39.805826193906725,1793.702,1796.817,1784.357
2022-07-05 22:45:00,SELL,Bearish Inside Bar,7,48.49105026340102,1768.082,1768.932,1765.5320000000004
2022-07-06 07:00:00,SELL,Hanging Man,6,25.702391779189806,1768.685,1770.017,1764.6889999999996
2022-07-13 13:15:00,SELL,Hanging Man,7,32.66079071681861,1717.794,1720.476,1709.748
2022-07-14 11:45:00,SELL,Bearish Inside Bar,8,57.36555724869446,1713.712,1716.254,1706.0860000000002
2022-07-21 06:45:00,SELL,Bearish Inside Bar,7,43.432854983997075,1689.459,1690.908,1685.1120000000005
