context_type,family_id,gap_previous,gap_current,gap_minutes,date,year,month,weekday,previous_clock,current_clock,before_count,after_count,full_before_context,full_after_context,before_internal_gaps,after_internal_gaps,context_is_continuous,first_before_time,last_before_time,first_after_time,last_after_time,first_before_open,last_before_close,first_after_open,last_after_close,before_high,before_low,after_high,after_low,before_close_to_after_open_change
UNCLASSIFIED,,2021-09-06 17:06:00,2021-09-06 22:00:00,294.0,2021-09-06,2021,9,Monday,17:06,22:00,5,5,True,True,1,0,False,2021-09-06 17:00:00,2021-09-06 17:06:00,2021-09-06 22:00:00,2021-09-06 22:04:00,1822.841,1823.089,1823.809,1823.473,1823.147,1822.841,1823.849,1821.892,0.7200000000000273
UNCLASSIFIED,,2021-09-06 22:13:00,2021-09-06 22:15:00,2.0,2021-09-06,2021,9,Monday,22:13,22:15,5,5,True,True,0,0,True,2021-09-06 22:09:00,2021-09-06 22:13:00,2021-09-06 22:15:00,2021-09-06 22:19:00,1823.118,1822.631,1822.671,1822.753,1823.286,1822.618,1822.753,1822.458,0.03999999999996362
UNCLASSIFIED,,2021-09-07 20:58:00,2021-09-07 22:00:00,62.0,2021-09-07,2021,9,Tuesday,20:58,22:00,5,5,True,True,0,1,False,2021-09-07 20:54:00,2021-09-07 20:58:00,2021-09-07 22:00:00,2021-09-07 22:05:00,1793.593,1794.185,1794.998,1794.978,1794.185,1793.593,1795.446,1794.851,0.8130000000001019
UNCLASSIFIED,,2021-09-07 22:00:00,2021-09-07 22:02:00,2.0,2021-09-07,2021,9,Tuesday,22:00,22:02,5,5,True,True,1,0,False,2021-09-07 20:55:00,2021-09-07 22:00:00,2021-09-07 22:02:00,2021-09-07 22:06:00,1793.79,1795.119,1794.998,1795.076,1795.446,1793.607,1795.398,1794.851,-0.12099999999986721
UNCLASSIFIED,,2021-09-08 20:58:00,2021-09-08 22:00:00,62.0,2021-09-08,2021,9,Wednesday,20:58,22:00,5,5,True,True,0,0,True,2021-09-08 20:54:00,2021-09-08 20:58:00,2021-09-08 22:00:00,2021-09-08 22:04:00,1789.42,1789.217,1789.806,1789.429,1789.447,1789.034,1790.521,1789.311,0.5889999999999418
UNCLASSIFIED,,2021-09-09 20:58:00,2021-09-09 22:00:00,62.0,2021-09-09,2021,9,Thursday,20:58,22:00,5,5,True,True,0,0,True,2021-09-09 20:54:00,2021-09-09 20:58:00,2021-09-09 22:00:00,2021-09-09 22:04:00,1794.333,1794.168,1793.859,1793.899,1794.355,1794.06,1795.454,1792.484,-0.3089999999999691
UNCLASSIFIED,,2021-09-10 20:58:00,2021-09-12 22:00:00,2942.0,2021-09-10,2021,9,Friday,20:58,22:00,5,5,True,True,0,1,False,2021-09-10 20:54:00,2021-09-10 20:58:00,2021-09-12 22:00:00,2021-09-12 22:08:00,1787.681,1787.614,1787.288,1787.269,1787.797,1787.39,1788.683,1787.081,-0.32600000000002183
UNCLASSIFIED,,2021-09-12 22:00:00,2021-09-12 22:05:00,5.0,2021-09-12,2021,9,Sunday,22:00,22:05,5,5,True,True,1,0,False,2021-09-10 20:55:00,2021-09-12 22:00:00,2021-09-12 22:05:00,2021-09-12 22:09:00,1787.783,1788.488,1787.288,1787.524,1788.683,1787.081,1787.979,1787.081,-1.2000000000000455
UNCLASSIFIED,,2021-09-13 20:58:00,2021-09-13 22:00:00,62.0,2021-09-13,2021,9,Monday,20:58,22:00,5,5,True,True,0,0,True,2021-09-13 20:54:00,2021-09-13 20:58:00,2021-09-13 22:00:00,2021-09-13 22:04:00,1793.324,1793.33,1793.409,1793.438,1793.411,1793.282,1793.539,1792.709,0.07900000000017826
UNCLASSIFIED,,2021-09-14 20:58:00,2021-09-14 22:00:00,62.0,2021-09-14,2021,9,Tuesday,20:58,22:00,5,5,True,True,0,0,True,2021-09-14 20:54:00,2021-09-14 20:58:00,2021-09-14 22:00:00,2021-09-14 22:04:00,1804.71,1804.483,1804.192,1803.878,1804.735,1804.394,1804.257,1803.466,-0.29099999999994
UNCLASSIFIED,,2021-09-15 20:58:00,2021-09-15 22:00:00,62.0,2021-09-15,2021,9,Wednesday,20:58,22:00,5,5,True,True,0,0,True,2021-09-15 20:54:00,2021-09-15 20:58:00,2021-09-15 22:00:00,2021-09-15 22:04:00,1793.323,1793.514,1793.983,1794.145,1793.759,1793.323,1795.651,1793.619,0.46900000000005093
UNCLASSIFIED,,2021-09-16 20:58:00,2021-09-16 22:00:00,62.0,2021-09-16,2021,9,Thursday,20:58,22:00,5,5,True,True,0,0,True,2021-09-16 20:54:00,2021-09-16 20:58:00,2021-09-16 22:00:00,2021-09-16 22:04:00,1752.746,1753.38,1753.731,1753.629,1753.518,1752.492,1753.841,1752.52,0.3509999999998854
UNCLASSIFIED,,2021-09-17 20:58:00,2021-09-19 22:00:00,2942.0,2021-09-17,2021,9,Friday,20:58,22:00,5,5,True,True,0,1,False,2021-09-17 20:54:00,2021-09-17 20:58:00,2021-09-19 22:00:00,2021-09-19 22:08:00,1753.833,1754.536,1754.698,1753.933,1754.605,1753.833,1755.162,1751.188,0.16200000000003456
UNCLASSIFIED,,2021-09-19 22:00:00,2021-09-19 22:05:00,5.0,2021-09-19,2021,9,Sunday,22:00,22:05,5,5,True,True,1,0,False,2021-09-17 20:55:00,2021-09-19 22:00:00,2021-09-19 22:05:00,2021-09-19 22:09:00,1753.953,1754.101,1754.698,1754.319,1755.162,1751.188,1755.162,1753.787,0.59699999999998
UNCLASSIFIED,,2021-09-20 20:58:00,2021-09-20 22:00:00,62.0,2021-09-20,2021,9,Monday,20:58,22:00,5,5,True,True,0,0,True,2021-09-20 20:54:00,2021-09-20 20:58:00,2021-09-20 22:00:00,2021-09-20 22:04:00,1764.923,1764.135,1764.587,1764.487,1764.925,1763.919,1764.987,1763.961,0.4519999999999982
UNCLASSIFIED,,2021-09-21 20:58:00,2021-09-21 22:00:00,62.0,2021-09-21,2021,9,Tuesday,20:58,22:00,5,5,True,True,0,0,True,2021-09-21 20:54:00,2021-09-21 20:58:00,2021-09-21 22:00:00,2021-09-21 22:04:00,1774.193,1774.232,1775.032,1774.869,1774.312,1773.862,1775.216,1774.261,0.7999999999999545
UNCLASSIFIED,,2021-09-22 20:58:00,2021-09-22 22:00:00,62.0,2021-09-22,2021,9,Wednesday,20:58,22:00,5,5,True,True,0,0,True,2021-09-22 20:54:00,2021-09-22 20:58:00,2021-09-22 22:00:00,2021-09-22 22:04:00,1768.196,1767.995,1768.43,1768.72,1768.199,1767.801,1769.42,1767.746,0.4350000000001728
UNCLASSIFIED,,2021-09-23 20:58:00,2021-09-23 22:00:00,62.0,2021-09-23,2021,9,Thursday,20:58,22:00,5,5,True,True,0,0,True,2021-09-23 20:54:00,2021-09-23 20:58:00,2021-09-23 22:00:00,2021-09-23 22:04:00,1742.66,1742.39,1744.437,1744.68,1742.752,1741.726,1745.15,1743.808,2.046999999999798
UNCLASSIFIED,,2021-09-24 20:58:00,2021-09-26 22:00:00,2942.0,2021-09-24,2021,9,Friday,20:58,22:00,5,5,True,True,0,1,False,2021-09-24 20:54:00,2021-09-24 20:58:00,2021-09-26 22:00:00,2021-09-26 22:08:00,1749.101,1750.494,1750.033,1749.795,1750.653,1749.035,1750.774,1749.014,-0.46100000000001273
UNCLASSIFIED,,2021-09-26 22:00:00,2021-09-26 22:05:00,5.0,2021-09-26,2021,9,Sunday,22:00,22:05,5,5,True,True,1,0,False,2021-09-24 20:55:00,2021-09-26 22:00:00,2021-09-26 22:05:00,2021-09-26 22:09:00,1749.787,1749.014,1750.033,1750.141,1750.774,1749.014,1750.141,1749.411,1.0190000000000055
UNCLASSIFIED,,2021-09-27 20:58:00,2021-09-27 22:00:00,62.0,2021-09-27,2021,9,Monday,20:58,22:00,5,5,True,True,0,0,True,2021-09-27 20:54:00,2021-09-27 20:58:00,2021-09-27 22:00:00,2021-09-27 22:04:00,1750.217,1750.198,1750.486,1750.659,1750.394,1749.985,1751.434,1750.463,0.2880000000000109
UNCLASSIFIED,,2021-09-28 20:58:00,2021-09-28 22:00:00,62.0,2021-09-28,2021,9,Tuesday,20:58,22:00,5,5,True,True,0,0,True,2021-09-28 20:54:00,2021-09-28 20:58:00,2021-09-28 22:00:00,2021-09-28 22:04:00,1733.599,1733.938,1733.991,1734.174,1733.949,1733.414,1734.825,1733.904,0.052999999999883585
UNCLASSIFIED,,2021-09-29 20:58:00,2021-09-29 22:00:00,62.0,2021-09-29,2021,9,Wednesday,20:58,22:00,5,5,True,True,0,0,True,2021-09-29 20:54:00,2021-09-29 20:58:00,2021-09-29 22:00:00,2021-09-29 22:04:00,1726.582,1726.426,1726.536,1726.652,1726.659,1726.24,1727.842,1726.314,0.11000000000012733
UNCLASSIFIED,,2021-09-30 20:58:00,2021-09-30 22:00:00,62.0,2021-09-30,2021,9,Thursday,20:58,22:00,5,5,True,True,0,0,True,2021-09-30 20:54:00,2021-09-30 20:58:00,2021-09-30 22:00:00,2021-09-30 22:04:00,1757.452,1756.955,1756.159,1755.786,1757.542,1756.906,1756.835,1755.244,-0.7959999999998217
UNCLASSIFIED,,2021-10-01 20:58:00,2021-10-03 22:00:00,2942.0,2021-10-01,2021,10,Friday,20:58,22:00,5,5,True,True,0,1,False,2021-10-01 20:54:00,2021-10-01 20:58:00,2021-10-03 22:00:00,2021-10-03 22:08:00,1760.172,1760.466,1760.954,1761.591,1760.855,1760.172,1765.195,1760.954,0.4880000000000564
UNCLASSIFIED,,2021-10-03 22:00:00,2021-10-03 22:05:00,5.0,2021-10-03,2021,10,Sunday,22:00,22:05,5,5,True,True,1,0,False,2021-10-01 20:55:00,2021-10-03 22:00:00,2021-10-03 22:05:00,2021-10-03 22:09:00,1760.237,1763.859,1760.954,1761.451,1765.195,1760.198,1761.772,1760.954,-2.9049999999999727
UNCLASSIFIED,,2021-10-04 20:58:00,2021-10-04 22:00:00,62.0,2021-10-04,2021,10,Monday,20:58,22:00,5,5,True,True,0,0,True,2021-10-04 20:54:00,2021-10-04 20:58:00,2021-10-04 22:00:00,2021-10-04 22:04:00,1769.09,1769.28,1769.264,1768.531,1769.392,1769.09,1769.347,1768.058,-0.016000000000076398
UNCLASSIFIED,,2021-10-05 20:58:00,2021-10-05 22:00:00,62.0,2021-10-05,2021,10,Tuesday,20:58,22:00,5,5,True,True,0,0,True,2021-10-05 20:54:00,2021-10-05 20:58:00,2021-10-05 22:00:00,2021-10-05 22:04:00,1759.766,1759.816,1760.033,1760.055,1759.907,1759.617,1760.195,1759.576,0.21699999999987085
UNCLASSIFIED,,2021-10-06 20:58:00,2021-10-06 22:00:00,62.0,2021-10-06,2021,10,Wednesday,20:58,22:00,5,5,True,True,0,0,True,2021-10-06 20:54:00,2021-10-06 20:58:00,2021-10-06 22:00:00,2021-10-06 22:04:00,1763.23,1762.437,1762.9,1762.942,1763.236,1762.351,1763.436,1762.24,0.4630000000001928
UNCLASSIFIED,,2021-10-06 22:49:00,2021-10-06 22:51:00,2.0,2021-10-06,2021,10,Wednesday,22:49,22:51,5,5,True,True,0,0,True,2021-10-06 22:45:00,2021-10-06 22:49:00,2021-10-06 22:51:00,2021-10-06 22:55:00,1763.266,1763.197,1763.196,1762.442,1763.359,1763.195,1763.205,1762.352,-0.0009999999999763531
UNCLASSIFIED,,2021-10-07 20:58:00,2021-10-07 22:00:00,62.0,2021-10-07,2021,10,Thursday,20:58,22:00,5,5,True,True,0,0,True,2021-10-07 20:54:00,2021-10-07 20:58:00,2021-10-07 22:00:00,2021-10-07 22:04:00,1754.895,1755.146,1755.932,1755.92,1755.18,1754.734,1756.11,1755.215,0.7860000000000582
UNCLASSIFIED,,2021-10-07 23:31:00,2021-10-07 23:33:00,2.0,2021-10-07,2021,10,Thursday,23:31,23:33,5,5,True,True,0,0,True,2021-10-07 23:27:00,2021-10-07 23:31:00,2021-10-07 23:33:00,2021-10-07 23:37:00,1754.654,1754.514,1754.509,1754.561,1754.713,1754.514,1754.757,1754.509,-0.004999999999881766
UNCLASSIFIED,,2021-10-08 20:58:00,2021-10-10 22:00:00,2942.0,2021-10-08,2021,10,Friday,20:58,22:00,5,5,True,True,0,1,False,2021-10-08 20:54:00,2021-10-08 20:58:00,2021-10-10 22:00:00,2021-10-10 22:08:00,1757.123,1757.212,1757.272,1757.163,1757.286,1756.501,1757.764,1750.915,0.05999999999994543
UNCLASSIFIED,,2021-10-10 22:00:00,2021-10-10 22:05:00,5.0,2021-10-10,2021,10,Sunday,22:00,22:05,5,5,True,True,1,0,False,2021-10-08 20:55:00,2021-10-10 22:00:00,2021-10-10 22:05:00,2021-10-10 22:09:00,1757.13,1755.094,1757.272,1757.216,1757.764,1750.915,1757.764,1757.147,2.1779999999998836
UNCLASSIFIED,,2021-10-11 20:58:00,2021-10-11 22:00:00,62.0,2021-10-11,2021,10,Monday,20:58,22:00,5,5,True,True,0,0,True,2021-10-11 20:54:00,2021-10-11 20:58:00,2021-10-11 22:00:00,2021-10-11 22:04:00,1754.123,1754.162,1753.884,1753.853,1754.332,1753.91,1754.12,1753.02,-0.27800000000002
UNCLASSIFIED,,2021-10-12 11:11:00,2021-10-12 11:13:00,2.0,2021-10-12,2021,10,Tuesday,11:11,11:13,5,5,True,True,0,0,True,2021-10-12 11:07:00,2021-10-12 11:11:00,2021-10-12 11:13:00,2021-10-12 11:17:00,1762.802,1762.435,1762.282,1762.796,1762.864,1762.097,1762.988,1762.018,-0.15300000000002
UNCLASSIFIED,,2021-10-12 20:58:00,2021-10-12 22:00:00,62.0,2021-10-12,2021,10,Tuesday,20:58,22:00,5,5,True,True,0,0,True,2021-10-12 20:54:00,2021-10-12 20:58:00,2021-10-12 22:00:00,2021-10-12 22:04:00,1760.222,1760.052,1759.951,1760.732,1760.299,1760.039,1760.787,1759.938,-0.1009999999998854
UNCLASSIFIED,,2021-10-13 20:58:00,2021-10-13 22:00:00,62.0,2021-10-13,2021,10,Wednesday,20:58,22:00,5,5,True,True,0,0,True,2021-10-13 20:54:00,2021-10-13 20:58:00,2021-10-13 22:00:00,2021-10-13 22:04:00,1792.997,1792.929,1792.765,1792.923,1793.0,1792.595,1793.588,1792.21,-0.16399999999998727
UNCLASSIFIED,,2021-10-14 20:58:00,2021-10-14 22:00:00,62.0,2021-10-14,2021,10,Thursday,20:58,22:00,5,5,True,True,0,0,True,2021-10-14 20:54:00,2021-10-14 20:58:00,2021-10-14 22:00:00,2021-10-14 22:04:00,1795.927,1795.842,1795.896,1796.012,1795.952,1795.796,1796.159,1795.551,0.05399999999985994
UNCLASSIFIED,,2021-10-15 20:58:00,2021-10-17 22:00:00,2942.0,2021-10-15,2021,10,Friday,20:58,22:00,5,5,True,True,0,1,False,2021-10-15 20:54:00,2021-10-15 20:58:00,2021-10-17 22:00:00,2021-10-17 22:08:00,1767.455,1767.427,1766.961,1766.829,1767.785,1767.208,1768.49,1764.565,-0.4659999999998945
UNCLASSIFIED,,2021-10-17 22:00:00,2021-10-17 22:05:00,5.0,2021-10-17,2021,10,Sunday,22:00,22:05,5,5,True,True,1,0,False,2021-10-15 20:55:00,2021-10-17 22:00:00,2021-10-17 22:05:00,2021-10-17 22:09:00,1767.451,1768.459,1766.961,1766.962,1768.49,1764.565,1767.062,1766.489,-1.4980000000000473
UNCLASSIFIED,,2021-10-18 20:58:00,2021-10-18 22:00:00,62.0,2021-10-18,2021,10,Monday,20:58,22:00,5,5,True,True,0,0,True,2021-10-18 20:54:00,2021-10-18 20:58:00,2021-10-18 22:00:00,2021-10-18 22:04:00,1764.517,1764.719,1764.849,1764.903,1764.787,1764.374,1764.954,1763.678,0.12999999999988177
UNCLASSIFIED,,2021-10-18 23:11:00,2021-10-18 23:13:00,2.0,2021-10-18,2021,10,Monday,23:11,23:13,5,5,True,True,0,0,True,2021-10-18 23:07:00,2021-10-18 23:11:00,2021-10-18 23:13:00,2021-10-18 23:17:00,1763.405,1763.357,1763.36,1762.899,1763.555,1763.355,1763.372,1762.886,0.0029999999999290594
UNCLASSIFIED,,2021-10-22 20:58:00,2021-10-24 22:05:00,2947.0,2021-10-22,2021,10,Friday,20:58,22:05,5,5,True,True,0,0,True,2021-10-22 20:54:00,2021-10-22 20:58:00,2021-10-24 22:05:00,2021-10-24 22:09:00,1792.64,1792.853,1792.926,1793.265,1792.888,1792.23,1793.326,1792.454,0.0729999999998654
UNCLASSIFIED,,2021-10-29 20:58:00,2021-10-31 22:05:00,2947.0,2021-10-29,2021,10,Friday,20:58,22:05,5,5,True,True,0,0,True,2021-10-29 20:54:00,2021-10-29 20:58:00,2021-10-31 22:05:00,2021-10-31 22:09:00,1782.785,1783.296,1783.269,1782.174,1783.523,1782.785,1783.269,1782.028,-0.027000000000043656
UNCLASSIFIED,,2021-11-05 20:58:00,2021-11-07 23:05:00,3007.0,2021-11-05,2021,11,Friday,20:58,23:05,5,5,True,True,0,0,True,2021-11-05 20:54:00,2021-11-05 20:58:00,2021-11-07 23:05:00,2021-11-07 23:09:00,1818.147,1818.127,1815.75,1816.995,1818.152,1817.843,1817.085,1815.47,-2.3769999999999527
UNCLASSIFIED,,2021-11-12 21:58:00,2021-11-14 23:05:00,2947.0,2021-11-12,2021,11,Friday,21:58,23:05,5,5,True,True,0,0,True,2021-11-12 21:54:00,2021-11-12 21:58:00,2021-11-14 23:05:00,2021-11-14 23:09:00,1864.334,1864.361,1866.804,1866.604,1864.841,1864.25,1867.408,1866.415,2.4429999999999836
UNCLASSIFIED,,2021-11-19 21:58:00,2021-11-21 23:05:00,2947.0,2021-11-19,2021,11,Friday,21:58,23:05,5,5,True,True,0,0,True,2021-11-19 21:54:00,2021-11-19 21:58:00,2021-11-21 23:05:00,2021-11-21 23:09:00,1845.649,1846.196,1842.207,1843.038,1846.196,1845.373,1845.228,1842.207,-3.9889999999998054
UNCLASSIFIED,,2021-11-25 17:44:00,2021-11-25 23:01:00,317.0,2021-11-25,2021,11,Thursday,17:44,23:01,5,5,True,True,0,0,True,2021-11-25 17:40:00,2021-11-25 17:44:00,2021-11-25 23:01:00,2021-11-25 23:05:00,1788.89,1788.693,1790.271,1790.45,1788.89,1788.5,1790.863,1790.148,1.5779999999999745
UNCLASSIFIED,,2021-11-26 18:29:00,2021-11-28 23:05:00,3156.0,2021-11-26,2021,11,Friday,18:29,23:05,5,5,True,True,0,0,True,2021-11-26 18:25:00,2021-11-26 18:29:00,2021-11-28 23:05:00,2021-11-28 23:09:00,1786.848,1787.433,1788.597,1785.882,1788.194,1786.363,1789.289,1780.188,1.1639999999999873
UNCLASSIFIED,,2021-12-03 21:58:00,2021-12-05 23:05:00,2947.0,2021-12-03,2021,12,Friday,21:58,23:05,5,5,True,True,0,0,True,2021-12-03 21:54:00,2021-12-03 21:58:00,2021-12-05 23:05:00,2021-12-05 23:09:00,1784.0,1783.414,1782.102,1780.935,1784.043,1782.16,1782.248,1780.691,-1.3119999999998981
UNCLASSIFIED,,2021-12-10 21:58:00,2021-12-12 23:05:00,2947.0,2021-12-10,2021,12,Friday,21:58,23:05,5,5,True,True,0,0,True,2021-12-10 21:54:00,2021-12-10 21:58:00,2021-12-12 23:05:00,2021-12-12 23:09:00,1783.12,1782.805,1782.732,1783.086,1783.12,1782.605,1783.419,1782.732,-0.07300000000009277
UNCLASSIFIED,,2021-12-17 21:58:00,2021-12-19 23:05:00,2947.0,2021-12-17,2021,12,Friday,21:58,23:05,5,5,True,True,0,0,True,2021-12-17 21:54:00,2021-12-17 21:58:00,2021-12-19 23:05:00,2021-12-19 23:09:00,1798.097,1798.064,1800.61,1800.564,1798.19,1797.484,1801.676,1800.466,2.5459999999998217
UNCLASSIFIED,,2021-12-23 21:58:00,2021-12-26 23:05:00,4387.0,2021-12-23,2021,12,Thursday,21:58,23:05,5,5,True,True,0,0,True,2021-12-23 21:54:00,2021-12-23 21:58:00,2021-12-26 23:05:00,2021-12-26 23:09:00,1808.045,1808.451,1806.207,1807.376,1808.451,1807.7,1807.489,1805.977,-2.2439999999999145
UNCLASSIFIED,,2021-12-27 21:26:00,2021-12-27 21:28:00,2.0,2021-12-27,2021,12,Monday,21:26,21:28,5,5,True,True,0,0,True,2021-12-27 21:22:00,2021-12-27 21:26:00,2021-12-27 21:28:00,2021-12-27 21:32:00,1811.302,1811.511,1811.531,1811.626,1811.611,1811.302,1811.643,1811.414,0.01999999999998181
UNCLASSIFIED,,2021-12-31 19:58:00,2022-01-02 23:05:00,3067.0,2021-12-31,2021,12,Friday,19:58,23:05,5,5,True,True,0,0,True,2021-12-31 19:54:00,2021-12-31 19:58:00,2022-01-02 23:05:00,2022-01-02 23:09:00,1827.706,1827.615,1830.615,1831.679,1827.836,1827.391,1831.73,1829.631,3.0
UNCLASSIFIED,,2022-01-07 21:58:00,2022-01-09 23:05:00,2947.0,2022-01-07,2022,1,Friday,21:58,23:05,5,5,True,True,0,0,True,2022-01-07 21:54:00,2022-01-07 21:58:00,2022-01-09 23:05:00,2022-01-09 23:09:00,1796.459,1796.899,1794.898,1794.987,1797.095,1796.097,1795.514,1794.664,-2.0009999999999764
UNCLASSIFIED,,2022-01-10 21:45:00,2022-01-10 21:47:00,2.0,2022-01-10,2022,1,Monday,21:45,21:47,5,5,True,True,0,0,True,2022-01-10 21:41:00,2022-01-10 21:45:00,2022-01-10 21:47:00,2022-01-10 21:51:00,1801.771,1801.782,1801.511,1801.591,1801.842,1801.676,1801.681,1801.511,-0.27099999999995816
UNCLASSIFIED,,2022-01-14 21:58:00,2022-01-16 23:05:00,2947.0,2022-01-14,2022,1,Friday,21:58,23:05,5,5,True,True,0,0,True,2022-01-14 21:54:00,2022-01-14 21:58:00,2022-01-16 23:05:00,2022-01-16 23:09:00,1817.682,1817.639,1817.663,1817.237,1817.842,1817.241,1818.081,1817.237,0.024000000000114596
UNCLASSIFIED,,2022-01-17 19:12:00,2022-01-17 23:01:00,229.0,2022-01-17,2022,1,Monday,19:12,23:01,5,5,True,True,0,0,True,2022-01-17 19:08:00,2022-01-17 19:12:00,2022-01-17 23:01:00,2022-01-17 23:05:00,1818.093,1818.267,1818.483,1818.402,1818.267,1818.093,1818.61,1818.339,0.2159999999998945
UNCLASSIFIED,,2022-01-21 21:58:00,2022-01-23 23:05:00,2947.0,2022-01-21,2022,1,Friday,21:58,23:05,5,5,True,True,0,0,True,2022-01-21 21:54:00,2022-01-21 21:58:00,2022-01-23 23:05:00,2022-01-23 23:09:00,1833.766,1834.664,1833.144,1833.716,1835.008,1833.641,1833.931,1833.123,-1.5199999999999818
UNCLASSIFIED,,2022-01-28 21:58:00,2022-01-30 23:05:00,2947.0,2022-01-28,2022,1,Friday,21:58,23:05,5,5,True,True,0,0,True,2022-01-28 21:54:00,2022-01-28 21:58:00,2022-01-30 23:05:00,2022-01-30 23:09:00,1791.345,1791.634,1789.345,1789.267,1792.096,1791.271,1790.225,1789.039,-2.2889999999999873
UNCLASSIFIED,,2022-02-04 21:58:00,2022-02-06 23:05:00,2947.0,2022-02-04,2022,2,Friday,21:58,23:05,5,5,True,True,0,0,True,2022-02-04 21:54:00,2022-02-04 21:58:00,2022-02-06 23:05:00,2022-02-06 23:09:00,1808.136,1807.732,1808.436,1808.594,1808.248,1807.563,1808.691,1807.877,0.7039999999999509
UNCLASSIFIED,,2022-02-08 23:46:00,2022-02-09 01:22:00,96.0,2022-02-08,2022,2,Tuesday,23:46,01:22,5,5,True,True,0,0,True,2022-02-08 23:42:00,2022-02-08 23:46:00,2022-02-09 01:22:00,2022-02-09 01:26:00,1825.883,1826.134,1825.52,1825.467,1826.193,1825.882,1825.72,1825.362,-0.6140000000000327
UNCLASSIFIED,,2022-02-11 21:58:00,2022-02-13 23:05:00,2947.0,2022-02-11,2022,2,Friday,21:58,23:05,5,5,True,True,0,0,True,2022-02-11 21:54:00,2022-02-11 21:58:00,2022-02-13 23:05:00,2022-02-13 23:09:00,1859.633,1858.955,1855.608,1860.019,1859.666,1857.601,1860.908,1855.387,-3.34699999999998
UNCLASSIFIED,,2022-02-18 21:58:00,2022-02-20 23:05:00,2947.0,2022-02-18,2022,2,Friday,21:58,23:05,5,5,True,True,0,0,True,2022-02-18 21:54:00,2022-02-18 21:58:00,2022-02-20 23:05:00,2022-02-20 23:09:00,1897.356,1897.807,1903.076,1901.973,1898.046,1897.125,1903.176,1900.349,5.2690000000000055
UNCLASSIFIED,,2022-02-21 19:14:00,2022-02-21 23:01:00,227.0,2022-02-21,2022,2,Monday,19:14,23:01,5,5,True,True,0,0,True,2022-02-21 19:10:00,2022-02-21 19:14:00,2022-02-21 23:01:00,2022-02-21 23:05:00,1901.297,1903.362,1909.602,1911.587,1903.682,1901.238,1913.133,1907.745,6.240000000000009
UNCLASSIFIED,,2022-02-25 21:58:00,2022-02-27 23:05:00,2947.0,2022-02-25,2022,2,Friday,21:58,23:05,5,5,True,True,0,0,True,2022-02-25 21:54:00,2022-02-25 21:58:00,2022-02-27 23:05:00,2022-02-27 23:09:00,1888.193,1889.003,1920.95,1921.081,1889.211,1887.994,1927.279,1918.359,31.947000000000116
UNCLASSIFIED,,2022-03-04 21:58:00,2022-03-06 23:05:00,2947.0,2022-03-04,2022,3,Friday,21:58,23:05,5,5,True,True,0,0,True,2022-03-04 21:54:00,2022-03-04 21:58:00,2022-03-06 23:05:00,2022-03-06 23:09:00,1969.94,1970.317,1981.416,1984.277,1970.844,1969.634,1987.586,1981.269,11.098999999999933
UNCLASSIFIED,,2022-03-11 21:58:00,2022-03-13 22:05:00,2887.0,2022-03-11,2022,3,Friday,21:58,22:05,5,5,True,True,0,0,True,2022-03-11 21:54:00,2022-03-11 21:58:00,2022-03-13 22:05:00,2022-03-13 22:09:00,1985.919,1988.147,1980.342,1982.25,1988.392,1985.381,1983.631,1980.342,-7.804999999999836
UNCLASSIFIED,,2022-03-18 20:58:00,2022-03-20 22:05:00,2947.0,2022-03-18,2022,3,Friday,20:58,22:05,5,5,True,True,0,0,True,2022-03-18 20:54:00,2022-03-18 20:58:00,2022-03-20 22:05:00,2022-03-20 22:09:00,1920.866,1921.271,1925.067,1924.318,1921.774,1919.424,1926.334,1924.056,3.796000000000049
UNCLASSIFIED,,2022-03-25 20:57:00,2022-03-27 22:05:00,2948.0,2022-03-25,2022,3,Friday,20:57,22:05,5,5,True,True,0,0,True,2022-03-25 20:53:00,2022-03-25 20:57:00,2022-03-27 22:05:00,2022-03-27 22:09:00,1955.826,1958.243,1955.588,1955.787,1958.481,1955.826,1956.965,1955.38,-2.6549999999999727
UNCLASSIFIED,,2022-04-01 20:57:00,2022-04-03 22:05:00,2948.0,2022-04-01,2022,4,Friday,20:57,22:05,5,5,True,True,0,0,True,2022-04-01 20:53:00,2022-04-01 20:57:00,2022-04-03 22:05:00,2022-04-03 22:09:00,1924.444,1924.495,1924.641,1923.95,1924.513,1924.087,1924.995,1923.854,0.14600000000018554
UNCLASSIFIED,,2022-04-08 20:57:00,2022-04-10 22:05:00,2948.0,2022-04-08,2022,4,Friday,20:57,22:05,5,5,True,True,0,0,True,2022-04-08 20:53:00,2022-04-08 20:57:00,2022-04-10 22:05:00,2022-04-10 22:09:00,1945.966,1947.868,1948.292,1948.804,1947.868,1945.966,1949.966,1947.486,0.42399999999997817
UNCLASSIFIED,,2022-04-14 20:57:00,2022-04-17 22:05:00,4388.0,2022-04-14,2022,4,Thursday,20:57,22:05,5,5,True,True,0,0,True,2022-04-14 20:53:00,2022-04-14 20:57:00,2022-04-17 22:05:00,2022-04-17 22:09:00,1972.842,1973.111,1972.91,1972.934,1973.488,1972.666,1973.611,1971.978,-0.20100000000002183
