date,family_id,occurrences,first_previous_clock,last_previous_clock,first_current_clock,last_current_clock,median_gap_minutes,min_gap_minutes,max_gap_minutes,year,month,weekday
2022-12-28,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2022,12,Wednesday
2022-12-29,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2022,12,Thursday
2023-01-03,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,1,Tuesday
2023-01-04,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,1,Wednesday
2023-01-05,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,1,Thursday
2023-01-09,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,1,Monday
2023-01-10,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,1,Tuesday
2023-01-11,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,1,Wednesday
2023-01-12,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,1,Thursday
2023-01-17,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,1,Tuesday
2023-01-18,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,1,Wednesday
2023-01-19,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,1,Thursday
2023-01-23,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,1,Monday
2023-01-24,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,1,Tuesday
2023-01-25,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,1,Wednesday
2023-01-26,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,1,Thursday
2023-01-30,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,1,Monday
2023-01-31,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,1,Tuesday
2023-02-01,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,2,Wednesday
2023-02-02,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,2,Thursday
2023-02-06,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,2,Monday
2023-02-07,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,2,Tuesday
2023-02-08,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,2,Wednesday
2023-02-09,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,2,Thursday
2023-02-13,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,2,Monday
2023-02-14,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,2,Tuesday
2023-02-15,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,2,Wednesday
2023-02-16,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,2,Thursday
2023-02-21,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,2,Tuesday
2023-02-22,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,2,Wednesday
2023-02-23,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,2,Thursday
2023-02-27,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,2,Monday
2023-02-28,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,2,Tuesday
2023-03-01,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,3,Wednesday
2023-03-02,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,3,Thursday
2023-03-06,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,3,Monday
2023-03-07,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,3,Tuesday
2023-03-08,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,3,Wednesday
2023-03-09,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,3,Thursday
2023-03-13,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,3,Monday
2023-03-14,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,3,Tuesday
2023-03-16,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,3,Thursday
2023-03-20,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,3,Monday
2023-03-21,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,3,Tuesday
2023-03-22,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,3,Wednesday
2023-03-23,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,3,Thursday
2023-03-27,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,3,Monday
2023-03-28,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,3,Tuesday
2023-03-29,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,3,Wednesday
2023-03-30,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,3,Thursday
2023-04-03,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,4,Monday
2023-04-04,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,4,Tuesday
2023-04-05,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,4,Wednesday
2023-04-10,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,4,Monday
2023-04-11,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,4,Tuesday
2023-04-12,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,4,Wednesday
2023-04-13,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,4,Thursday
2023-04-17,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,4,Monday
2023-04-18,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,4,Tuesday
2023-04-19,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,4,Wednesday
2023-04-20,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,4,Thursday
2023-04-24,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,4,Monday
2023-04-25,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,4,Tuesday
2023-04-26,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,4,Wednesday
2023-04-27,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,4,Thursday
2023-05-01,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,5,Monday
2023-05-02,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,5,Tuesday
2023-05-03,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,5,Wednesday
2023-05-04,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,5,Thursday
2023-05-08,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,5,Monday
2023-05-09,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,5,Tuesday
2023-05-10,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,5,Wednesday
2023-05-11,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,5,Thursday
2023-05-15,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,5,Monday
2023-05-16,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,5,Tuesday
2023-05-17,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,5,Wednesday
2023-05-18,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,5,Thursday
2023-05-22,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,5,Monday
2023-05-23,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,5,Tuesday
2023-05-24,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,5,Wednesday
2023-05-25,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,5,Thursday
2023-05-29,P41_C1_D2,1,23:58,23:58,00:00,00:00,2.0,2.0,2.0,2023,5,Monday
2023-05-30,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,5,Tuesday
2023-05-31,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,5,Wednesday
2023-06-01,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,6,Thursday
2023-06-05,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,6,Monday
2023-06-06,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,6,Tuesday
2023-06-07,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,6,Wednesday
2023-06-08,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,6,Thursday
2023-06-12,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,6,Monday
2023-06-13,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,6,Tuesday
2023-06-14,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,6,Wednesday
2023-06-15,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,6,Thursday
2023-06-19,P41_C1_D2,1,23:58,23:58,00:00,00:00,2.0,2.0,2.0,2023,6,Monday
2023-06-20,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,6,Tuesday
2023-06-21,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,6,Wednesday
2023-06-22,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,6,Thursday
2023-06-26,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,6,Monday
2023-06-27,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,6,Tuesday
2023-06-28,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,6,Wednesday
2023-06-29,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,6,Thursday
2023-07-03,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,7,Monday
2023-07-04,P41_C1_D2,1,23:58,23:58,00:00,00:00,2.0,2.0,2.0,2023,7,Tuesday
2023-07-05,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,7,Wednesday
2023-07-06,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,7,Thursday
2023-07-10,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,7,Monday
2023-07-11,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,7,Tuesday
2023-07-12,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,7,Wednesday
2023-07-13,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,7,Thursday
2023-07-17,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,7,Monday
2023-07-18,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,7,Tuesday
2023-07-19,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,7,Wednesday
2023-07-20,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,7,Thursday
2023-07-24,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,7,Monday
2023-07-25,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,7,Tuesday
2023-07-26,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,7,Wednesday
2023-07-27,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,7,Thursday
2023-07-31,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,7,Monday
2023-08-01,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,8,Tuesday
2023-08-02,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,8,Wednesday
2023-08-03,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,8,Thursday
2023-08-07,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,8,Monday
2023-08-08,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,8,Tuesday
2023-08-09,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,8,Wednesday
2023-08-10,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,8,Thursday
2023-08-14,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,8,Monday
2023-08-15,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,8,Tuesday
2023-08-16,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,8,Wednesday
2023-08-17,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,8,Thursday
2023-08-21,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,8,Monday
2023-08-22,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,8,Tuesday
2023-08-23,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,8,Wednesday
2023-08-24,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,8,Thursday
2023-08-28,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,8,Monday
2023-08-29,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,8,Tuesday
2023-08-30,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,8,Wednesday
2023-08-31,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,8,Thursday
2023-09-04,P41_C1_D2,1,23:58,23:58,00:00,00:00,2.0,2.0,2.0,2023,9,Monday
2023-09-05,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,9,Tuesday
2023-09-06,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,9,Wednesday
2023-09-07,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,9,Thursday
2023-09-11,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,9,Monday
2023-09-12,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,9,Tuesday
2023-09-13,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,9,Wednesday
2023-09-14,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,9,Thursday
2023-09-18,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,9,Monday
2023-09-19,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,9,Tuesday
2023-09-20,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,9,Wednesday
2023-09-21,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,9,Thursday
2023-09-25,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,9,Monday
2023-09-26,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,9,Tuesday
2023-09-27,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,9,Wednesday
2023-09-28,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,9,Thursday
2023-10-02,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,10,Monday
2023-10-03,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,10,Tuesday
2023-10-04,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,10,Wednesday
2023-10-05,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,10,Thursday
2023-10-09,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,10,Monday
2023-10-10,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,10,Tuesday
2023-10-11,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,10,Wednesday
2023-10-12,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,10,Thursday
2023-10-16,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,10,Monday
2023-10-17,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,10,Tuesday
2023-10-18,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,10,Wednesday
2023-10-19,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,10,Thursday
2023-10-23,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,10,Monday
2023-10-24,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,10,Tuesday
2023-10-25,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,10,Wednesday
2023-10-26,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,10,Thursday
2023-10-30,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,10,Monday
2023-10-31,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,10,Tuesday
2023-11-01,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,11,Wednesday
2023-11-02,P30_C35_D64,1,20:57,20:57,22:01,22:01,64.0,64.0,64.0,2023,11,Thursday
2023-11-06,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,11,Monday
2023-11-07,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,11,Tuesday
2023-11-08,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,11,Wednesday
2023-11-09,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,11,Thursday
2023-11-13,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,11,Monday
2023-11-14,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,11,Tuesday
2023-11-15,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,11,Wednesday
2023-11-16,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,11,Thursday
2023-11-20,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,11,Monday
2023-11-21,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,11,Tuesday
2023-11-22,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,11,Wednesday
2023-11-27,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,11,Monday
2023-11-28,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,11,Tuesday
2023-11-29,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,11,Wednesday
2023-11-30,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,11,Thursday
2023-12-04,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,12,Monday
2023-12-05,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,12,Tuesday
2023-12-06,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,12,Wednesday
2023-12-07,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,12,Thursday
2023-12-11,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,12,Monday
2023-12-12,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,12,Tuesday
2023-12-13,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,12,Wednesday
2023-12-14,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,12,Thursday
2023-12-18,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,12,Monday
2023-12-19,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,12,Tuesday
2023-12-20,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,12,Wednesday
2023-12-21,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,12,Thursday
2023-12-25,P41_C1_D2,1,23:58,23:58,00:00,00:00,2.0,2.0,2.0,2023,12,Monday
2023-12-26,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,12,Tuesday
2023-12-27,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,12,Wednesday
2023-12-28,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2023,12,Thursday
2024-01-01,P41_C1_D2,1,23:58,23:58,00:00,00:00,2.0,2.0,2.0,2024,1,Monday
2024-01-02,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2024,1,Tuesday
2024-01-03,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2024,1,Wednesday
2024-01-04,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2024,1,Thursday
2024-01-08,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2024,1,Monday
2024-01-09,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2024,1,Tuesday
2024-01-10,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2024,1,Wednesday
2024-01-11,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2024,1,Thursday
2024-01-16,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2024,1,Tuesday
2024-01-17,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2024,1,Wednesday
2024-01-18,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2024,1,Thursday
2024-01-22,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2024,1,Monday
2024-01-23,P33_C39_D64,1,21:56,21:56,23:01,23:01,65.0,65.0,65.0,2024,1,Tuesday
2024-01-23,P41_C1_D2,1,23:58,23:58,00:00,00:00,2.0,2.0,2.0,2024,1,Tuesday
2024-01-24,P33_C39_D64,1,21:56,21:56,23:01,23:01,65.0,65.0,65.0,2024,1,Wednesday
2024-01-24,P41_C1_D2,1,23:58,23:58,00:00,00:00,2.0,2.0,2.0,2024,1,Wednesday
2024-01-25,P33_C39_D64,1,21:56,21:56,23:01,23:01,65.0,65.0,65.0,2024,1,Thursday
2024-01-25,P41_C1_D2,1,23:58,23:58,00:00,00:00,2.0,2.0,2.0,2024,1,Thursday
2024-01-29,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2024,1,Monday
2024-01-30,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2024,1,Tuesday
2024-01-31,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2024,1,Wednesday
2024-02-01,P33_C39_D64,1,21:57,21:57,23:01,23:01,64.0,64.0,64.0,2024,2,Thursday
2024-02-04,P41_C1_D2,1,23:58,23:58,00:00,00:00,2.0,2.0,2.0,2024,2,Sunday
2024-02-05,P33_C39_D64,1,21:56,21:56,23:01,23:01,65.0,65.0,65.0,2024,2,Monday
2024-02-05,P41_C1_D2,1,23:58,23:58,00:00,00:00,2.0,2.0,2.0,2024,2,Monday
2024-02-06,P33_C39_D64,1,21:56,21:56,23:01,23:01,65.0,65.0,65.0,2024,2,Tuesday
2024-02-06,P41_C1_D2,1,23:58,23:58,00:00,00:00,2.0,2.0,2.0,2024,2,Tuesday
2024-02-07,P33_C39_D64,1,21:56,21:56,23:01,23:01,65.0,65.0,65.0,2024,2,Wednesday
2024-02-07,P41_C1_D2,1,23:58,23:58,00:00,00:00,2.0,2.0,2.0,2024,2,Wednesday
2024-02-08,P33_C39_D64,1,21:56,21:56,23:01,23:01,65.0,65.0,65.0,2024,2,Thursday
2024-02-08,P41_C1_D2,1,23:58,23:58,00:00,00:00,2.0,2.0,2.0,2024,2,Thursday
2024-02-11,P41_C1_D2,1,23:58,23:58,00:00,00:00,2.0,2.0,2.0,2024,2,Sunday
2024-02-12,P33_C39_D64,1,21:56,21:56,23:01,23:01,65.0,65.0,65.0,2024,2,Monday
2024-02-12,P41_C1_D2,1,23:58,23:58,00:00,00:00,2.0,2.0,2.0,2024,2,Monday
2024-02-13,P33_C39_D64,1,21:56,21:56,23:01,23:01,65.0,65.0,65.0,2024,2,Tuesday
2024-02-13,P41_C1_D2,1,23:58,23:58,00:00,00:00,2.0,2.0,2.0,2024,2,Tuesday
2024-02-14,P33_C39_D64,1,21:56,21:56,23:01,23:01,65.0,65.0,65.0,2024,2,Wednesday
2024-02-14,P41_C1_D2,1,23:58,23:58,00:00,00:00,2.0,2.0,2.0,2024,2,Wednesday
2024-02-15,P33_C39_D64,1,21:56,21:56,23:01,23:01,65.0,65.0,65.0,2024,2,Thursday
2024-02-15,P41_C1_D2,1,23:58,23:58,00:00,00:00,2.0,2.0,2.0,2024,2,Thursday
2024-02-18,P41_C1_D2,1,23:58,23:58,00:00,00:00,2.0,2.0,2.0,2024,2,Sunday
2024-02-19,P41_C1_D2,1,23:58,23:58,00:00,00:00,2.0,2.0,2.0,2024,2,Monday
2024-02-20,P33_C39_D64,1,21:56,21:56,23:01,23:01,65.0,65.0,65.0,2024,2,Tuesday
